Temperature - (Celsius), Year, Statistics, Country, ISO3
27.9029, 1961, Jan Average, Australia, AUS
27.102, 1961, Feb Average, Australia, AUS
25.6373, 1961, Mar Average, Australia, AUS
22.5122, 1961, Apr Average, Australia, AUS
17.4204, 1961, May Average, Australia, AUS
14.7775, 1961, Jun Average, Australia, AUS
13.2322, 1961, Jul Average, Australia, AUS
14.9156, 1961, Aug Average, Australia, AUS
19.8025, 1961, Sep Average, Australia, AUS
23.6339, 1961, Oct Average, Australia, AUS
25.2976, 1961, Nov Average, Australia, AUS
27.4355, 1961, Dec Average, Australia, AUS
27.602, 1962, Jan Average, Australia, AUS
27.1428, 1962, Feb Average, Australia, AUS
24.9911, 1962, Mar Average, Australia, AUS
21.6029, 1962, Apr Average, Australia, AUS
17.0157, 1962, May Average, Australia, AUS
16.3912, 1962, Jun Average, Australia, AUS
14.3947, 1962, Jul Average, Australia, AUS
15.2946, 1962, Aug Average, Australia, AUS
18.6379, 1962, Sep Average, Australia, AUS
22.1083, 1962, Oct Average, Australia, AUS
25.99, 1962, Nov Average, Australia, AUS
26.8161, 1962, Dec Average, Australia, AUS
27.1246, 1963, Jan Average, Australia, AUS
27.1846, 1963, Feb Average, Australia, AUS
25.8717, 1963, Mar Average, Australia, AUS
21.1134, 1963, Apr Average, Australia, AUS
18.0997, 1963, May Average, Australia, AUS
14.5185, 1963, Jun Average, Australia, AUS
13.5394, 1963, Jul Average, Australia, AUS
15.6429, 1963, Aug Average, Australia, AUS
18.8389, 1963, Sep Average, Australia, AUS
22.6546, 1963, Oct Average, Australia, AUS
25.1617, 1963, Nov Average, Australia, AUS
27.2154, 1963, Dec Average, Australia, AUS
27.5318, 1964, Jan Average, Australia, AUS
26.4796, 1964, Feb Average, Australia, AUS
25.6381, 1964, Mar Average, Australia, AUS
22.0299, 1964, Apr Average, Australia, AUS
17.5523, 1964, May Average, Australia, AUS
15.1977, 1964, Jun Average, Australia, AUS
14.8064, 1964, Jul Average, Australia, AUS
15.8325, 1964, Aug Average, Australia, AUS
19.3187, 1964, Sep Average, Australia, AUS
20.9474, 1964, Oct Average, Australia, AUS
24.6376, 1964, Nov Average, Australia, AUS
25.8078, 1964, Dec Average, Australia, AUS
27.7428, 1965, Jan Average, Australia, AUS
28.5175, 1965, Feb Average, Australia, AUS
25.293, 1965, Mar Average, Australia, AUS
21.3271, 1965, Apr Average, Australia, AUS
18.3382, 1965, May Average, Australia, AUS
15.1729, 1965, Jun Average, Australia, AUS
13.0195, 1965, Jul Average, Australia, AUS
15.9999, 1965, Aug Average, Australia, AUS
19.8278, 1965, Sep Average, Australia, AUS
23.3388, 1965, Oct Average, Australia, AUS
25.358, 1965, Nov Average, Australia, AUS
27.4251, 1965, Dec Average, Australia, AUS
27.5387, 1966, Jan Average, Australia, AUS
26.8971, 1966, Feb Average, Australia, AUS
25.3945, 1966, Mar Average, Australia, AUS
22.1106, 1966, Apr Average, Australia, AUS
16.8984, 1966, May Average, Australia, AUS
15.0635, 1966, Jun Average, Australia, AUS
13.53, 1966, Jul Average, Australia, AUS
14.7369, 1966, Aug Average, Australia, AUS
18.2889, 1966, Sep Average, Australia, AUS
21.0361, 1966, Oct Average, Australia, AUS
24.8905, 1966, Nov Average, Australia, AUS
25.9373, 1966, Dec Average, Australia, AUS
27.8155, 1967, Jan Average, Australia, AUS
26.4497, 1967, Feb Average, Australia, AUS
23.8227, 1967, Mar Average, Australia, AUS
22.4235, 1967, Apr Average, Australia, AUS
18.0506, 1967, May Average, Australia, AUS
14.8653, 1967, Jun Average, Australia, AUS
13.2966, 1967, Jul Average, Australia, AUS
14.7755, 1967, Aug Average, Australia, AUS
18.566, 1967, Sep Average, Australia, AUS
24.1231, 1967, Oct Average, Australia, AUS
25.5052, 1967, Nov Average, Australia, AUS
26.5303, 1967, Dec Average, Australia, AUS
28.2128, 1968, Jan Average, Australia, AUS
27.5345, 1968, Feb Average, Australia, AUS
25.5781, 1968, Mar Average, Australia, AUS
22.4616, 1968, Apr Average, Australia, AUS
16.178, 1968, May Average, Australia, AUS
15.1027, 1968, Jun Average, Australia, AUS
13.0101, 1968, Jul Average, Australia, AUS
14.395, 1968, Aug Average, Australia, AUS
18.0412, 1968, Sep Average, Australia, AUS
22.1776, 1968, Oct Average, Australia, AUS
24.954, 1968, Nov Average, Australia, AUS
26.1621, 1968, Dec Average, Australia, AUS
28.924, 1969, Jan Average, Australia, AUS
27.2999, 1969, Feb Average, Australia, AUS
