Temperature - (Celsius), Year, Statistics, Country, ISO3
23.2853, 1914, Jan Average, South Africa, ZAF
22.3878, 1914, Feb Average, South Africa, ZAF
20.8211, 1914, Mar Average, South Africa, ZAF
17.5178, 1914, Apr Average, South Africa, ZAF
14.4998, 1914, May Average, South Africa, ZAF
10.2848, 1914, Jun Average, South Africa, ZAF
10.6417, 1914, Jul Average, South Africa, ZAF
11.7803, 1914, Aug Average, South Africa, ZAF
16.267, 1914, Sep Average, South Africa, ZAF
18.764, 1914, Oct Average, South Africa, ZAF
19.4548, 1914, Nov Average, South Africa, ZAF
21.499, 1914, Dec Average, South Africa, ZAF
23.6631, 1915, Jan Average, South Africa, ZAF
22.9142, 1915, Feb Average, South Africa, ZAF
20.8834, 1915, Mar Average, South Africa, ZAF
16.7918, 1915, Apr Average, South Africa, ZAF
13.434, 1915, May Average, South Africa, ZAF
10.6696, 1915, Jun Average, South Africa, ZAF
9.41121, 1915, Jul Average, South Africa, ZAF
12.4777, 1915, Aug Average, South Africa, ZAF
15.1052, 1915, Sep Average, South Africa, ZAF
17.6234, 1915, Oct Average, South Africa, ZAF
19.9901, 1915, Nov Average, South Africa, ZAF
21.8055, 1915, Dec Average, South Africa, ZAF
22.2803, 1916, Jan Average, South Africa, ZAF
22.9187, 1916, Feb Average, South Africa, ZAF
20.2682, 1916, Mar Average, South Africa, ZAF
17.6547, 1916, Apr Average, South Africa, ZAF
12.3199, 1916, May Average, South Africa, ZAF
10.1309, 1916, Jun Average, South Africa, ZAF
10.9547, 1916, Jul Average, South Africa, ZAF
11.6788, 1916, Aug Average, South Africa, ZAF
15.3809, 1916, Sep Average, South Africa, ZAF
18.3706, 1916, Oct Average, South Africa, ZAF
20.3104, 1916, Nov Average, South Africa, ZAF
22.0555, 1916, Dec Average, South Africa, ZAF
22.531, 1917, Jan Average, South Africa, ZAF
22.3326, 1917, Feb Average, South Africa, ZAF
20.3538, 1917, Mar Average, South Africa, ZAF
17.0059, 1917, Apr Average, South Africa, ZAF
12.9022, 1917, May Average, South Africa, ZAF
10.2539, 1917, Jun Average, South Africa, ZAF
9.94836, 1917, Jul Average, South Africa, ZAF
10.9119, 1917, Aug Average, South Africa, ZAF
14.6327, 1917, Sep Average, South Africa, ZAF
17.7527, 1917, Oct Average, South Africa, ZAF
19.2362, 1917, Nov Average, South Africa, ZAF
21.3937, 1917, Dec Average, South Africa, ZAF
21.494, 1918, Jan Average, South Africa, ZAF
22.4796, 1918, Feb Average, South Africa, ZAF
20.0953, 1918, Mar Average, South Africa, ZAF
17.1974, 1918, Apr Average, South Africa, ZAF
12.8376, 1918, May Average, South Africa, ZAF
10.4385, 1918, Jun Average, South Africa, ZAF
10.3847, 1918, Jul Average, South Africa, ZAF
11.491, 1918, Aug Average, South Africa, ZAF
15.8267, 1918, Sep Average, South Africa, ZAF
18.4552, 1918, Oct Average, South Africa, ZAF
19.8102, 1918, Nov Average, South Africa, ZAF
21.7621, 1918, Dec Average, South Africa, ZAF
22.6523, 1919, Jan Average, South Africa, ZAF
22.654, 1919, Feb Average, South Africa, ZAF
20.8421, 1919, Mar Average, South Africa, ZAF
18.4455, 1919, Apr Average, South Africa, ZAF
13.2576, 1919, May Average, South Africa, ZAF
11.3139, 1919, Jun Average, South Africa, ZAF
10.6325, 1919, Jul Average, South Africa, ZAF
12.3605, 1919, Aug Average, South Africa, ZAF
14.3844, 1919, Sep Average, South Africa, ZAF
18.3274, 1919, Oct Average, South Africa, ZAF
19.3903, 1919, Nov Average, South Africa, ZAF
22.032, 1919, Dec Average, South Africa, ZAF
23.4114, 1920, Jan Average, South Africa, ZAF
21.9915, 1920, Feb Average, South Africa, ZAF
19.8503, 1920, Mar Average, South Africa, ZAF
17.4845, 1920, Apr Average, South Africa, ZAF
13.7909, 1920, May Average, South Africa, ZAF
9.9852, 1920, Jun Average, South Africa, ZAF
11.231, 1920, Jul Average, South Africa, ZAF
12.8145, 1920, Aug Average, South Africa, ZAF
15.0882, 1920, Sep Average, South Africa, ZAF
17.5177, 1920, Oct Average, South Africa, ZAF
21.0821, 1920, Nov Average, South Africa, ZAF
