Temperature - (Celsius), Year, Statistics, Country, ISO3
15.5146, 1901, Jan Average, Mexico, MEX
15.3109, 1901, Feb Average, Mexico, MEX
17.8516, 1901, Mar Average, Mexico, MEX
19.6372, 1901, Apr Average, Mexico, MEX
22.5504, 1901, May Average, Mexico, MEX
24.0767, 1901, Jun Average, Mexico, MEX
24.4898, 1901, Jul Average, Mexico, MEX
24.5305, 1901, Aug Average, Mexico, MEX
23.2971, 1901, Sep Average, Mexico, MEX
21.4779, 1901, Oct Average, Mexico, MEX
18.1392, 1901, Nov Average, Mexico, MEX
14.3993, 1901, Dec Average, Mexico, MEX
14.3253, 1902, Jan Average, Mexico, MEX
15.1868, 1902, Feb Average, Mexico, MEX
17.9136, 1902, Mar Average, Mexico, MEX
21.8998, 1902, Apr Average, Mexico, MEX
24.0894, 1902, May Average, Mexico, MEX
25.5225, 1902, Jun Average, Mexico, MEX
24.2573, 1902, Jul Average, Mexico, MEX
24.5321, 1902, Aug Average, Mexico, MEX
23.5101, 1902, Sep Average, Mexico, MEX
21.1963, 1902, Oct Average, Mexico, MEX
18.4311, 1902, Nov Average, Mexico, MEX
15.2751, 1902, Dec Average, Mexico, MEX
14.5826, 1903, Jan Average, Mexico, MEX
14.6, 1903, Feb Average, Mexico, MEX
17.0607, 1903, Mar Average, Mexico, MEX
20.3622, 1903, Apr Average, Mexico, MEX
22.0811, 1903, May Average, Mexico, MEX
23.2944, 1903, Jun Average, Mexico, MEX
24.3727, 1903, Jul Average, Mexico, MEX
24.1827, 1903, Aug Average, Mexico, MEX
22.6932, 1903, Sep Average, Mexico, MEX
19.7466, 1903, Oct Average, Mexico, MEX
17.2616, 1903, Nov Average, Mexico, MEX
14.4167, 1903, Dec Average, Mexico, MEX
13.736, 1904, Jan Average, Mexico, MEX
17.2363, 1904, Feb Average, Mexico, MEX
20.1314, 1904, Mar Average, Mexico, MEX
21.3398, 1904, Apr Average, Mexico, MEX
22.529, 1904, May Average, Mexico, MEX
24.3545, 1904, Jun Average, Mexico, MEX
23.6335, 1904, Jul Average, Mexico, MEX
23.6111, 1904, Aug Average, Mexico, MEX
22.7977, 1904, Sep Average, Mexico, MEX
20.1757, 1904, Oct Average, Mexico, MEX
16.6537, 1904, Nov Average, Mexico, MEX
15.0281, 1904, Dec Average, Mexico, MEX
14.6511, 1905, Jan Average, Mexico, MEX
13.874, 1905, Feb Average, Mexico, MEX
18.1493, 1905, Mar Average, Mexico, MEX
19.9643, 1905, Apr Average, Mexico, MEX
23.45, 1905, May Average, Mexico, MEX
24.5996, 1905, Jun Average, Mexico, MEX
24.2517, 1905, Jul Average, Mexico, MEX
25.0267, 1905, Aug Average, Mexico, MEX
23.6796, 1905, Sep Average, Mexico, MEX
20.5344, 1905, Oct Average, Mexico, MEX
17.7901, 1905, Nov Average, Mexico, MEX
12.7096, 1905, Dec Average, Mexico, MEX
14.0731, 1906, Jan Average, Mexico, MEX
15.3207, 1906, Feb Average, Mexico, MEX
17.3585, 1906, Mar Average, Mexico, MEX
20.4584, 1906, Apr Average, Mexico, MEX
23.0876, 1906, May Average, Mexico, MEX
25.3566, 1906, Jun Average, Mexico, MEX
24.2068, 1906, Jul Average, Mexico, MEX
23.3459, 1906, Aug Average, Mexico, MEX
23.2934, 1906, Sep Average, Mexico, MEX
19.8662, 1906, Oct Average, Mexico, MEX
17.0351, 1906, Nov Average, Mexico, MEX
15.8311, 1906, Dec Average, Mexico, MEX
16.7026, 1907, Jan Average, Mexico, MEX
17.077, 1907, Feb Average, Mexico, MEX
19.8893, 1907, Mar Average, Mexico, MEX
20.7886, 1907, Apr Average, Mexico, MEX
21.8617, 1907, May Average, Mexico, MEX
24.3694, 1907, Jun Average, Mexico, MEX
24.2837, 1907, Jul Average, Mexico, MEX
24.3032, 1907, Aug Average, Mexico, MEX
23.6874, 1907, Sep Average, Mexico, MEX
20.9803, 1907, Oct Average, Mexico, MEX
15.9368, 1907, Nov Average, Mexico, MEX
15.5816, 1907, Dec Average, Mexico, MEX
15.3672, 1908, Jan Average, Mexico, MEX
15.7693, 1908, Feb Average, Mexico, MEX
19.6333, 1908, Mar Average, Mexico, MEX
21.4142, 1908, Apr Average, Mexico, MEX
23.2604, 1908, May Average, Mexico, MEX
25.2568, 1908, Jun Average, Mexico, MEX
24.0724, 1908, Jul Average, Mexico, MEX
24.0551, 1908, Aug Average, Mexico, MEX
22.8414, 1908, Sep Average, Mexico, MEX
19.6146, 1908, Oct Average, Mexico, MEX
16.9598, 1908, Nov Average, Mexico, MEX
15.2271, 1908, Dec Average, Mexico, MEX
16.5565, 1909, Jan Average, Mexico, MEX
16.1881, 1909, Feb Average, Mexico, MEX
18.9875, 1909, Mar Average, Mexico, MEX
20.6221, 1909, Apr Average, Mexico, MEX
23.2676, 1909, May Average, Mexico, MEX
24.9423, 1909, Jun Average, Mexico, MEX
24.6124, 1909, Jul Average, Mexico, MEX
24.2359, 1909, Aug Average, Mexico, MEX
22.4692, 1909, Sep Average, Mexico, MEX
20.5414, 1909, Oct Average, Mexico, MEX
18.5758, 1909, Nov Average, Mexico, MEX
12.9041, 1909, Dec Average, Mexico, MEX
14.7735, 1910, Jan Average, Mexico, MEX
14.5443, 1910, Feb Average, Mexico, MEX
18.6585, 1910, Mar Average, Mexico, MEX
20.3963, 1910, Apr Average, Mexico, MEX
23.3557, 1910, May Average, Mexico, MEX
24.5907, 1910, Jun Average, Mexico, MEX
24.8204, 1910, Jul Average, Mexico, MEX
24.7288, 1910, Aug Average, Mexico, MEX
23.5446, 1910, Sep Average, Mexico, MEX
20.0747, 1910, Oct Average, Mexico, MEX
17.5688, 1910, Nov Average, Mexico, MEX
14.9646, 1910, Dec Average, Mexico, MEX
16.884, 1911, Jan Average, Mexico, MEX
16.4651, 1911, Feb Average, Mexico, MEX
19.1369, 1911, Mar Average, Mexico, MEX
20.6559, 1911, Apr Average, Mexico, MEX
22.0182, 1911, May Average, Mexico, MEX
24.5897, 1911, Jun Average, Mexico, MEX
23.6806, 1911, Jul Average, Mexico, MEX
24.8337, 1911, Aug Average, Mexico, MEX
24.4435, 1911, Sep Average, Mexico, MEX
20.5515, 1911, Oct Average, Mexico, MEX
15.9164, 1911, Nov Average, Mexico, MEX
13.3668, 1911, Dec Average, Mexico, MEX
14.4413, 1912, Jan Average, Mexico, MEX
14.4343, 1912, Feb Average, Mexico, MEX
16.778, 1912, Mar Average, Mexico, MEX
20.2447, 1912, Apr Average, Mexico, MEX
23.3784, 1912, May Average, Mexico, MEX
23.3545, 1912, Jun Average, Mexico, MEX
