"","Temperature - (Celsius)","Year","Statistics","Country","ISO3"
"500",25.3006,2002,"Aug Average","Brazil","BRA"
"501",25.5974,2002,"Sep Average","Brazil","BRA"
"502",27.0233,2002,"Oct Average","Brazil","BRA"
"503",26.4626,2002,"Nov Average","Brazil","BRA"
"504",26.3774,2002,"Dec Average","Brazil","BRA"
"505",26.4503,2003,"Jan Average","Brazil","BRA"
"506",26.4307,2003,"Feb Average","Brazil","BRA"
"507",26.0488,2003,"Mar Average","Brazil","BRA"
"508",25.7608,2003,"Apr Average","Brazil","BRA"
"509",24.7559,2003,"May Average","Brazil","BRA"
"510",24.7049,2003,"Jun Average","Brazil","BRA"
"511",23.938,2003,"Jul Average","Brazil","BRA"
"512",24.1622,2003,"Aug Average","Brazil","BRA"
"513",25.5287,2003,"Sep Average","Brazil","BRA"
"514",26.2649,2003,"Oct Average","Brazil","BRA"
"515",26.2403,2003,"Nov Average","Brazil","BRA"
"516",26.5705,2003,"Dec Average","Brazil","BRA"
"517",26.1996,2004,"Jan Average","Brazil","BRA"
"518",25.7999,2004,"Feb Average","Brazil","BRA"
"519",26.001,2004,"Mar Average","Brazil","BRA"
"520",26.0832,2004,"Apr Average","Brazil","BRA"
"521",24.3298,2004,"May Average","Brazil","BRA"
"522",23.9999,2004,"Jun Average","Brazil","BRA"
"523",23.6311,2004,"Jul Average","Brazil","BRA"
"524",24.6258,2004,"Aug Average","Brazil","BRA"
"525",25.8999,2004,"Sep Average","Brazil","BRA"
"526",26.496,2004,"Oct Average","Brazil","BRA"
"527",26.4233,2004,"Nov Average","Brazil","BRA"
"528",26.2918,2004,"Dec Average","Brazil","BRA"
"529",26.6529,2005,"Jan Average","Brazil","BRA"
"530",26.5285,2005,"Feb Average","Brazil","BRA"
"531",26.2976,2005,"Mar Average","Brazil","BRA"
"532",26.0263,2005,"Apr Average","Brazil","BRA"
"533",25.168,2005,"May Average","Brazil","BRA"
"534",24.5774,2005,"Jun Average","Brazil","BRA"
"535",23.872,2005,"Jul Average","Brazil","BRA"
"536",25.3791,2005,"Aug Average","Brazil","BRA"
"537",25.3699,2005,"Sep Average","Brazil","BRA"
"538",26.818,2005,"Oct Average","Brazil","BRA"
"539",26.64,2005,"Nov Average","Brazil","BRA"
"540",25.9184,2005,"Dec Average","Brazil","BRA"
"541",26.592,2006,"Jan Average","Brazil","BRA"
"542",26.284,2006,"Feb Average","Brazil","BRA"
"543",26.1389,2006,"Mar Average","Brazil","BRA"
"544",25.4638,2006,"Apr Average","Brazil","BRA"
"545",24.1172,2006,"May Average","Brazil","BRA"
"546",23.9029,2006,"Jun Average","Brazil","BRA"
"547",24.3948,2006,"Jul Average","Brazil","BRA"
"548",25.1154,2006,"Aug Average","Brazil","BRA"
"549",25.6463,2006,"Sep Average","Brazil","BRA"
"550",26.5309,2006,"Oct Average","Brazil","BRA"
"551",26.0784,2006,"Nov Average","Brazil","BRA"
"552",26.4705,2006,"Dec Average","Brazil","BRA"
"553",26.5299,2007,"Jan Average","Brazil","BRA"
"554",26.2615,2007,"Feb Average","Brazil","BRA"
"555",26.2567,2007,"Mar Average","Brazil","BRA"
"556",25.9564,2007,"Apr Average","Brazil","BRA"
"557",24.5048,2007,"May Average","Brazil","BRA"
"558",24.3439,2007,"Jun Average","Brazil","BRA"
"559",23.8918,2007,"Jul Average","Brazil","BRA"
"560",24.3937,2007,"Aug Average","Brazil","BRA"
"561",26.3635,2007,"Sep Average","Brazil","BRA"
"562",26.7388,2007,"Oct Average","Brazil","BRA"
"563",26.3731,2007,"Nov Average","Brazil","BRA"
"564",26.154,2007,"Dec Average","Brazil","BRA"
"565",25.6394,2008,"Jan Average","Brazil","BRA"
"566",25.7319,2008,"Feb Average","Brazil","BRA"
"567",25.6503,2008,"Mar Average","Brazil","BRA"
"568",25.3256,2008,"Apr Average","Brazil","BRA"
"569",24.1105,2008,"May Average","Brazil","BRA"
"570",23.3868,2008,"Jun Average","Brazil","BRA"
"571",24.2839,2008,"Jul Average","Brazil","BRA"
"572",25.3217,2008,"Aug Average","Brazil","BRA"
"573",25.6099,2008,"Sep Average","Brazil","BRA"
"574",26.9318,2008,"Oct Average","Brazil","BRA"
"575",26.418,2008,"Nov Average","Brazil","BRA"
"576",26.0776,2008,"Dec Average","Brazil","BRA"
"577",25.8964,2009,"Jan Average","Brazil","BRA"
"578",25.8547,2009,"Feb Average","Brazil","BRA"
"579",26.1097,2009,"Mar Average","Brazil","BRA"
"580",25.5711,2009,"Apr Average","Brazil","BRA"
"581",24.7066,2009,"May Average","Brazil","BRA"
"582",23.4252,2009,"Jun Average","Brazil","BRA"
"583",24.0877,2009,"Jul Average","Brazil","BRA"
"584",25.0589,2009,"Aug Average","Brazil","BRA"
"585",26.1593,2009,"Sep Average","Brazil","BRA"
"586",26.4735,2009,"Oct Average","Brazil","BRA"
"587",27.1158,2009,"Nov Average","Brazil","BRA"
"588",26.1505,2009,"Dec Average","Brazil","BRA"
"589",26.5481,2010,"Jan Average","Brazil","BRA"
"590",27.0655,2010,"Feb Average","Brazil","BRA"
"591",26.8228,2010,"Mar Average","Brazil","BRA"
"592",25.8801,2010,"Apr Average","Brazil","BRA"
"593",24.9453,2010,"May Average","Brazil","BRA"
"594",24.0319,2010,"Jun Average","Brazil","BRA"
"595",24.2075,2010,"Jul Average","Brazil","BRA"
"596",24.7496,2010,"Aug Average","Brazil","BRA"
"597",26.498,2010,"Sep Average","Brazil","BRA"
"598",26.583,2010,"Oct Average","Brazil","BRA"
"599",26.1724,2010,"Nov Average","Brazil","BRA"
"600",26.3027,2010,"Dec Average","Brazil","BRA"
"601",26.0039,2011,"Jan Average","Brazil","BRA"
"602",25.9424,2011,"Feb Average","Brazil","BRA"
"603",25.6809,2011,"Mar Average","Brazil","BRA"
"604",25.6713,2011,"Apr Average","Brazil","BRA"
"605",24.7252,2011,"May Average","Brazil","BRA"
"606",24.1491,2011,"Jun Average","Brazil","BRA"
"607",24.2797,2011,"Jul Average","Brazil","BRA"
"608",25.1329,2011,"Aug Average","Brazil","BRA"
"609",26.1025,2011,"Sep Average","Brazil","BRA"
"610",26.1899,2011,"Oct Average","Brazil","BRA"
"611",25.975,2011,"Nov Average","Brazil","BRA"
"612",26.1336,2011,"Dec Average","Brazil","BRA"
"613",25.7407,2012,"Jan Average","Brazil","BRA"
"614",25.8938,2012,"Feb Average","Brazil","BRA"
"615",25.831,2012,"Mar Average","Brazil","BRA"
"616",25.8573,2012,"Apr Average","Brazil","BRA"
"617",24.8098,2012,"May Average","Brazil","BRA"
"618",24.2814,2012,"Jun Average","Brazil","BRA"
"619",24.0859,2012,"Jul Average","Brazil","BRA"
"620",25.1256,2012,"Aug Average","Brazil","BRA"
"621",26.4915,2012,"Sep Average","Brazil","BRA"
"622",27.209,2012,"Oct Average","Brazil","BRA"
"623",26.6183,2012,"Nov Average","Brazil","BRA"
"624",26.5734,2012,"Dec Average","Brazil","BRA"
"625",26.3435,2013,"Jan Average","Brazil","BRA"
"626",26.3703,2013,"Feb Average","Brazil","BRA"
"627",26.327,2013,"Mar Average","Brazil","BRA"
"628",25.6717,2013,"Apr Average","Brazil","BRA"
"629",24.9765,2013,"May Average","Brazil","BRA"
"630",24.6711,2013,"Jun Average","Brazil","BRA"
"631",24.1988,2013,"Jul Average","Brazil","BRA"
"632",24.4792,2013,"Aug Average","Brazil","BRA"
"633",26.0349,2013,"Sep Average","Brazil","BRA"
"634",26.4174,2013,"Oct Average","Brazil","BRA"
"635",26.1291,2013,"Nov Average","Brazil","BRA"
"636",26.3653,2013,"Dec Average","Brazil","BRA"
"637",26.3036,2014,"Jan Average","Brazil","BRA"
"638",26.1074,2014,"Feb Average","Brazil","BRA"
"639",25.8583,2014,"Mar Average","Brazil","BRA"
"640",25.8516,2014,"Apr Average","Brazil","BRA"
"641",24.9854,2014,"May Average","Brazil","BRA"
"642",24.5019,2014,"Jun Average","Brazil","BRA"
"643",24.0488,2014,"Jul Average","Brazil","BRA"
"644",25.2642,2014,"Aug Average","Brazil","BRA"
"645",26.7976,2014,"Sep Average","Brazil","BRA"
"646",26.9956,2014,"Oct Average","Brazil","BRA"
"647",26.6407,2014,"Nov Average","Brazil","BRA"
"648",26.4223,2014,"Dec Average","Brazil","BRA"
"649",26.6419,2015,"Jan Average","Brazil","BRA"
"650",26.3285,2015,"Feb Average","Brazil","BRA"
"651",26.0379,2015,"Mar Average","Brazil","BRA"
"652",26.0064,2015,"Apr Average","Brazil","BRA"
"653",25.1254,2015,"May Average","Brazil","BRA"
"654",24.653,2015,"Jun Average","Brazil","BRA"
"655",24.6845,2015,"Jul Average","Brazil","BRA"
"656",25.7821,2015,"Aug Average","Brazil","BRA"
"657",27.3481,2015,"Sep Average","Brazil","BRA"
"658",27.1013,2015,"Oct Average","Brazil","BRA"
"659",27.2134,2015,"Nov Average","Brazil","BRA"
"660",27.0235,2015,"Dec Average","Brazil","BRA"
"661",26.6768,2016,"Jan Average","Brazil","BRA"
"662",26.5488,2016,"Feb Average","Brazil","BRA"
"663",26.605,2016,"Mar Average","Brazil","BRA"
"664",26.7497,2016,"Apr Average","Brazil","BRA"
"665",25.1179,2016,"May Average","Brazil","BRA"
"666",23.9542,2016,"Jun Average","Brazil","BRA"
"667",24.7449,2016,"Jul Average","Brazil","BRA"
"668",25.5629,2016,"Aug Average","Brazil","BRA"
"669",25.9775,2016,"Sep Average","Brazil","BRA"
"670",27.0781,2016,"Oct Average","Brazil","BRA"
"671",26.7037,2016,"Nov Average","Brazil","BRA"
"672",26.5119,2016,"Dec Average","Brazil","BRA"
