"","Temperature....Celsius.","Year","Statistics","Country","ISO3"
"85",-3.7553,1968," Jan Average"," Korea  Republic of"," KOR"
"86",-4.4872,1968," Feb Average"," Korea  Republic of"," KOR"
"87",3.89267,1968," Mar Average"," Korea  Republic of"," KOR"
"88",10.7718,1968," Apr Average"," Korea  Republic of"," KOR"
"89",14.8739,1968," May Average"," Korea  Republic of"," KOR"
"90",19.7813,1968," Jun Average"," Korea  Republic of"," KOR"
"91",23.5295,1968," Jul Average"," Korea  Republic of"," KOR"
"92",23.1237,1968," Aug Average"," Korea  Republic of"," KOR"
"93",18.8635,1968," Sep Average"," Korea  Republic of"," KOR"
"94",11.4596,1968," Oct Average"," Korea  Republic of"," KOR"
"95",6.50708,1968," Nov Average"," Korea  Republic of"," KOR"
"96",2.49072,1968," Dec Average"," Korea  Republic of"," KOR"
"97",-3.548,1969," Jan Average"," Korea  Republic of"," KOR"
"98",-2.4506,1969," Feb Average"," Korea  Republic of"," KOR"
"99",2.19098,1969," Mar Average"," Korea  Republic of"," KOR"
"100",9.88334,1969," Apr Average"," Korea  Republic of"," KOR"
"101",15.2298,1969," May Average"," Korea  Republic of"," KOR"
"102",19.2557,1969," Jun Average"," Korea  Republic of"," KOR"
"103",22.7997,1969," Jul Average"," Korea  Republic of"," KOR"
"104",23.875,1969," Aug Average"," Korea  Republic of"," KOR"
"105",19.0433,1969," Sep Average"," Korea  Republic of"," KOR"
"106",11.9788,1969," Oct Average"," Korea  Republic of"," KOR"
"107",4.38752,1969," Nov Average"," Korea  Republic of"," KOR"
"108",-2.1687,1969," Dec Average"," Korea  Republic of"," KOR"
"109",-4.8702,1970," Jan Average"," Korea  Republic of"," KOR"
"110",-0.3517,1970," Feb Average"," Korea  Republic of"," KOR"
"111",0.5118,1970," Mar Average"," Korea  Republic of"," KOR"
"112",9.83711,1970," Apr Average"," Korea  Republic of"," KOR"
"113",15.7915,1970," May Average"," Korea  Republic of"," KOR"
"114",18.7924,1970," Jun Average"," Korea  Republic of"," KOR"
"115",22.3452,1970," Jul Average"," Korea  Republic of"," KOR"
"116",24.19,1970," Aug Average"," Korea  Republic of"," KOR"
"117",19.6531,1970," Sep Average"," Korea  Republic of"," KOR"
"118",13.1631,1970," Oct Average"," Korea  Republic of"," KOR"
"119",4.90711,1970," Nov Average"," Korea  Republic of"," KOR"
"120",-1.2343,1970," Dec Average"," Korea  Republic of"," KOR"
"121",-3.5484,1971," Jan Average"," Korea  Republic of"," KOR"
"122",-1.5684,1971," Feb Average"," Korea  Republic of"," KOR"
"123",2.29738,1971," Mar Average"," Korea  Republic of"," KOR"
"124",10.0519,1971," Apr Average"," Korea  Republic of"," KOR"
"125",15.494,1971," May Average"," Korea  Republic of"," KOR"
"126",19.8601,1971," Jun Average"," Korea  Republic of"," KOR"
"127",23.9217,1971," Jul Average"," Korea  Republic of"," KOR"
"128",22.968,1971," Aug Average"," Korea  Republic of"," KOR"
"129",18.7179,1971," Sep Average"," Korea  Republic of"," KOR"
"130",11.462,1971," Oct Average"," Korea  Republic of"," KOR"
"131",6.70333,1971," Nov Average"," Korea  Republic of"," KOR"
"132",-1.0653,1971," Dec Average"," Korea  Republic of"," KOR"
"133",-0.1148,1972," Jan Average"," Korea  Republic of"," KOR"
"134",-1.0259,1972," Feb Average"," Korea  Republic of"," KOR"
"135",4.14579,1972," Mar Average"," Korea  Republic of"," KOR"
"136",10.1033,1972," Apr Average"," Korea  Republic of"," KOR"
"137",14.3645,1972," May Average"," Korea  Republic of"," KOR"
"138",20.073,1972," Jun Average"," Korea  Republic of"," KOR"
"139",23.52,1972," Jul Average"," Korea  Republic of"," KOR"
"140",22.4691,1972," Aug Average"," Korea  Republic of"," KOR"
"141",17.6879,1972," Sep Average"," Korea  Republic of"," KOR"
"142",12.5238,1972," Oct Average"," Korea  Republic of"," KOR"
"143",4.85102,1972," Nov Average"," Korea  Republic of"," KOR"
"144",-0.5316,1972," Dec Average"," Korea  Republic of"," KOR"
"145",-0.8672,1973," Jan Average"," Korea  Republic of"," KOR"
"146",0.11891,1973," Feb Average"," Korea  Republic of"," KOR"
"147",3.80142,1973," Mar Average"," Korea  Republic of"," KOR"
"148",11.4019,1973," Apr Average"," Korea  Republic of"," KOR"
"149",15.3694,1973," May Average"," Korea  Republic of"," KOR"
"150",19.7457,1973," Jun Average"," Korea  Republic of"," KOR"
"151",25.5748,1973," Jul Average"," Korea  Republic of"," KOR"
"152",25.2146,1973," Aug Average"," Korea  Republic of"," KOR"
"153",18.6241,1973," Sep Average"," Korea  Republic of"," KOR"
"154",11.7825,1973," Oct Average"," Korea  Republic of"," KOR"
"155",4.34543,1973," Nov Average"," Korea  Republic of"," KOR"
"156",-2.9988,1973," Dec Average"," Korea  Republic of"," KOR"
"157",-3.3938,1974," Jan Average"," Korea  Republic of"," KOR"
"158",-2.3304,1974," Feb Average"," Korea  Republic of"," KOR"
"159",2.92766,1974," Mar Average"," Korea  Republic of"," KOR"
"160",10.0988,1974," Apr Average"," Korea  Republic of"," KOR"
"161",15.361,1974," May Average"," Korea  Republic of"," KOR"
"162",18.9104,1974," Jun Average"," Korea  Republic of"," KOR"
"163",20.9127,1974," Jul Average"," Korea  Republic of"," KOR"
"164",23.7018,1974," Aug Average"," Korea  Republic of"," KOR"
"165",18.6882,1974," Sep Average"," Korea  Republic of"," KOR"
"166",12.0571,1974," Oct Average"," Korea  Republic of"," KOR"
"167",4.61506,1974," Nov Average"," Korea  Republic of"," KOR"
"168",-1.0092,1974," Dec Average"," Korea  Republic of"," KOR"
"169",-3.0816,1975," Jan Average"," Korea  Republic of"," KOR"
"170",-1.6796,1975," Feb Average"," Korea  Republic of"," KOR"
"171",3.61046,1975," Mar Average"," Korea  Republic of"," KOR"
"172",10.8675,1975," Apr Average"," Korea  Republic of"," KOR"
"173",14.7054,1975," May Average"," Korea  Republic of"," KOR"
"174",19.5879,1975," Jun Average"," Korea  Republic of"," KOR"
"175",23.8298,1975," Jul Average"," Korea  Republic of"," KOR"
"176",24.9741,1975," Aug Average"," Korea  Republic of"," KOR"
"177",20.9971,1975," Sep Average"," Korea  Republic of"," KOR"
"178",13.6447,1975," Oct Average"," Korea  Republic of"," KOR"
"179",7.46597,1975," Nov Average"," Korea  Republic of"," KOR"
"180",-1.3441,1975," Dec Average"," Korea  Republic of"," KOR"
"181",-4.063,1976," Jan Average"," Korea  Republic of"," KOR"
"182",1.50614,1976," Feb Average"," Korea  Republic of"," KOR"
"183",3.97143,1976," Mar Average"," Korea  Republic of"," KOR"
"184",9.90265,1976," Apr Average"," Korea  Republic of"," KOR"
"185",14.868,1976," May Average"," Korea  Republic of"," KOR"
"186",19.4994,1976," Jun Average"," Korea  Republic of"," KOR"
"187",21.7655,1976," Jul Average"," Korea  Republic of"," KOR"
"188",23.0596,1976," Aug Average"," Korea  Republic of"," KOR"
"189",17.8187,1976," Sep Average"," Korea  Republic of"," KOR"
"190",12.4854,1976," Oct Average"," Korea  Republic of"," KOR"
"191",3.30643,1976," Nov Average"," Korea  Republic of"," KOR"
"192",-0.6533,1976," Dec Average"," Korea  Republic of"," KOR"
"193",-6.7882,1977," Jan Average"," Korea  Republic of"," KOR"
"194",-2.8081,1977," Feb Average"," Korea  Republic of"," KOR"
"195",4.43092,1977," Mar Average"," Korea  Republic of"," KOR"
"196",11.0032,1977," Apr Average"," Korea  Republic of"," KOR"
"197",15.5564,1977," May Average"," Korea  Republic of"," KOR"
"198",19.6812,1977," Jun Average"," Korea  Republic of"," KOR"
"199",24.8086,1977," Jul Average"," Korea  Republic of"," KOR"
"200",22.5205,1977," Aug Average"," Korea  Republic of"," KOR"
"201",19.7584,1977," Sep Average"," Korea  Republic of"," KOR"
"202",14.887,1977," Oct Average"," Korea  Republic of"," KOR"
"203",6.27328,1977," Nov Average"," Korea  Republic of"," KOR"
"204",1.72034,1977," Dec Average"," Korea  Republic of"," KOR"
"205",-2.4252,1978," Jan Average"," Korea  Republic of"," KOR"
"206",-2.394,1978," Feb Average"," Korea  Republic of"," KOR"
"207",3.64212,1978," Mar Average"," Korea  Republic of"," KOR"
"208",10.9407,1978," Apr Average"," Korea  Republic of"," KOR"
"209",16.5269,1978," May Average"," Korea  Republic of"," KOR"
"210",20.5872,1978," Jun Average"," Korea  Republic of"," KOR"
"211",25.5965,1978," Jul Average"," Korea  Republic of"," KOR"
"212",24.8322,1978," Aug Average"," Korea  Republic of"," KOR"
"213",19.1905,1978," Sep Average"," Korea  Republic of"," KOR"
"214",12.987,1978," Oct Average"," Korea  Republic of"," KOR"
"215",6.73847,1978," Nov Average"," Korea  Republic of"," KOR"
"216",0.92143,1978," Dec Average"," Korea  Republic of"," KOR"
"217",-0.2873,1979," Jan Average"," Korea  Republic of"," KOR"
"218",0.73585,1979," Feb Average"," Korea  Republic of"," KOR"
"219",4.93571,1979," Mar Average"," Korea  Republic of"," KOR"
"220",9.70966,1979," Apr Average"," Korea  Republic of"," KOR"
"221",14.938,1979," May Average"," Korea  Republic of"," KOR"
"222",20.5681,1979," Jun Average"," Korea  Republic of"," KOR"
"223",22.9663,1979," Jul Average"," Korea  Republic of"," KOR"
"224",23.8024,1979," Aug Average"," Korea  Republic of"," KOR"
"225",18.341,1979," Sep Average"," Korea  Republic of"," KOR"
"226",14.0283,1979," Oct Average"," Korea  Republic of"," KOR"
"227",5.19478,1979," Nov Average"," Korea  Republic of"," KOR"
"228",0.81358,1979," Dec Average"," Korea  Republic of"," KOR"
"229",-3.1664,1980," Jan Average"," Korea  Republic of"," KOR"
"230",-2.9169,1980," Feb Average"," Korea  Republic of"," KOR"
"231",4.11775,1980," Mar Average"," Korea  Republic of"," KOR"
"232",9.22302,1980," Apr Average"," Korea  Republic of"," KOR"
"233",15.4974,1980," May Average"," Korea  Republic of"," KOR"
"234",20.8298,1980," Jun Average"," Korea  Republic of"," KOR"
"235",21.4689,1980," Jul Average"," Korea  Republic of"," KOR"
"236",20.7234,1980," Aug Average"," Korea  Republic of"," KOR"
"237",17.8128,1980," Sep Average"," Korea  Republic of"," KOR"
"238",11.6981,1980," Oct Average"," Korea  Republic of"," KOR"
"239",7.18557,1980," Nov Average"," Korea  Republic of"," KOR"
"240",-3.2531,1980," Dec Average"," Korea  Republic of"," KOR"
"241",-6.1299,1981," Jan Average"," Korea  Republic of"," KOR"
"242",-2.0999,1981," Feb Average"," Korea  Republic of"," KOR"
"243",4.12524,1981," Mar Average"," Korea  Republic of"," KOR"
"244",10.678,1981," Apr Average"," Korea  Republic of"," KOR"
"245",14.951,1981," May Average"," Korea  Republic of"," KOR"
"246",19.8724,1981," Jun Average"," Korea  Republic of"," KOR"
"247",24.5691,1981," Jul Average"," Korea  Republic of"," KOR"
"248",23.1138,1981," Aug Average"," Korea  Republic of"," KOR"
"249",18.0733,1981," Sep Average"," Korea  Republic of"," KOR"
"250",11.7918,1981," Oct Average"," Korea  Republic of"," KOR"
"251",3.14607,1981," Nov Average"," Korea  Republic of"," KOR"
"252",-0.7134,1981," Dec Average"," Korea  Republic of"," KOR"
"253",-3.8094,1982," Jan Average"," Korea  Republic of"," KOR"
"254",-0.7179,1982," Feb Average"," Korea  Republic of"," KOR"
"255",4.94368,1982," Mar Average"," Korea  Republic of"," KOR"
"256",10.4413,1982," Apr Average"," Korea  Republic of"," KOR"
"257",16.5953,1982," May Average"," Korea  Republic of"," KOR"
"258",20.2393,1982," Jun Average"," Korea  Republic of"," KOR"
"259",22.9401,1982," Jul Average"," Korea  Republic of"," KOR"
"260",23.9696,1982," Aug Average"," Korea  Republic of"," KOR"
"261",18.5586,1982," Sep Average"," Korea  Republic of"," KOR"
"262",13.807,1982," Oct Average"," Korea  Republic of"," KOR"
"263",7.09124,1982," Nov Average"," Korea  Republic of"," KOR"
"264",-0.588,1982," Dec Average"," Korea  Republic of"," KOR"
"265",-2.4342,1983," Jan Average"," Korea  Republic of"," KOR"
"266",-2.3427,1983," Feb Average"," Korea  Republic of"," KOR"
"267",4.562,1983," Mar Average"," Korea  Republic of"," KOR"
"268",11.7293,1983," Apr Average"," Korea  Republic of"," KOR"
"269",15.9713,1983," May Average"," Korea  Republic of"," KOR"
"270",19.8823,1983," Jun Average"," Korea  Republic of"," KOR"
"271",22.6262,1983," Jul Average"," Korea  Republic of"," KOR"
"272",24.448,1983," Aug Average"," Korea  Republic of"," KOR"
"273",20.1661,1983," Sep Average"," Korea  Republic of"," KOR"
"274",13.0231,1983," Oct Average"," Korea  Republic of"," KOR"
"275",5.425,1983," Nov Average"," Korea  Republic of"," KOR"
"276",-1.6197,1983," Dec Average"," Korea  Republic of"," KOR"
"277",-5.5129,1984," Jan Average"," Korea  Republic of"," KOR"
"278",-3.7467,1984," Feb Average"," Korea  Republic of"," KOR"
"279",1.95606,1984," Mar Average"," Korea  Republic of"," KOR"
"280",9.8012,1984," Apr Average"," Korea  Republic of"," KOR"
"281",15.5961,1984," May Average"," Korea  Republic of"," KOR"
"282",20.6671,1984," Jun Average"," Korea  Republic of"," KOR"
"283",23.6436,1984," Jul Average"," Korea  Republic of"," KOR"
"284",25.3042,1984," Aug Average"," Korea  Republic of"," KOR"
"285",18.7316,1984," Sep Average"," Korea  Republic of"," KOR"
"286",12.3606,1984," Oct Average"," Korea  Republic of"," KOR"
"287",6.91515,1984," Nov Average"," Korea  Republic of"," KOR"
"288",-0.967,1984," Dec Average"," Korea  Republic of"," KOR"
"289",-5.2839,1985," Jan Average"," Korea  Republic of"," KOR"
"290",-0.6538,1985," Feb Average"," Korea  Republic of"," KOR"
"291",3.63997,1985," Mar Average"," Korea  Republic of"," KOR"
"292",10.4329,1985," Apr Average"," Korea  Republic of"," KOR"
"293",16.0314,1985," May Average"," Korea  Republic of"," KOR"
"294",19.6502,1985," Jun Average"," Korea  Republic of"," KOR"
"295",24.3494,1985," Jul Average"," Korea  Republic of"," KOR"
"296",25.0686,1985," Aug Average"," Korea  Republic of"," KOR"
"297",19.6527,1985," Sep Average"," Korea  Republic of"," KOR"
"298",13.5339,1985," Oct Average"," Korea  Republic of"," KOR"
"299",5.32356,1985," Nov Average"," Korea  Republic of"," KOR"
"300",-2.9185,1985," Dec Average"," Korea  Republic of"," KOR"
"301",-4.8122,1986," Jan Average"," Korea  Republic of"," KOR"
"302",-3.3917,1986," Feb Average"," Korea  Republic of"," KOR"
"303",3.82422,1986," Mar Average"," Korea  Republic of"," KOR"
