"","Temperature....Celsius.","Year","Statistics","Country","ISO3"
"113",30.4825,1970," May Average"," India"," IND"
"114",28.2618,1970," Jun Average"," India"," IND"
"115",27.1618,1970," Jul Average"," India"," IND"
"116",26.2749,1970," Aug Average"," India"," IND"
"117",25.9938,1970," Sep Average"," India"," IND"
"118",24.7845,1970," Oct Average"," India"," IND"
"119",20.1219,1970," Nov Average"," India"," IND"
"120",16.9877,1970," Dec Average"," India"," IND"
"121",16.5766,1971," Jan Average"," India"," IND"
"122",19.0681,1971," Feb Average"," India"," IND"
"123",23.2629,1971," Mar Average"," India"," IND"
"124",27.6928,1971," Apr Average"," India"," IND"
"125",28.872,1971," May Average"," India"," IND"
"126",27.6445,1971," Jun Average"," India"," IND"
"127",26.454,1971," Jul Average"," India"," IND"
"128",25.9335,1971," Aug Average"," India"," IND"
"129",26.0116,1971," Sep Average"," India"," IND"
"130",24.1548,1971," Oct Average"," India"," IND"
"131",20.055,1971," Nov Average"," India"," IND"
"132",17.1244,1971," Dec Average"," India"," IND"
"133",16.9218,1972," Jan Average"," India"," IND"
"134",17.665,1972," Feb Average"," India"," IND"
"135",23.8608,1972," Mar Average"," India"," IND"
"136",27.1753,1972," Apr Average"," India"," IND"
"137",30.2789,1972," May Average"," India"," IND"
"138",30.2363,1972," Jun Average"," India"," IND"
"139",27.5755,1972," Jul Average"," India"," IND"
"140",26.4597,1972," Aug Average"," India"," IND"
"141",26.0792,1972," Sep Average"," India"," IND"
"142",24.5322,1972," Oct Average"," India"," IND"
"143",20.7987,1972," Nov Average"," India"," IND"
"144",18.1321,1972," Dec Average"," India"," IND"
"145",17.2794,1973," Jan Average"," India"," IND"
"146",20.3471,1973," Feb Average"," India"," IND"
"147",23.6606,1973," Mar Average"," India"," IND"
"148",29.1589,1973," Apr Average"," India"," IND"
"149",30.6557,1973," May Average"," India"," IND"
"150",29.4612,1973," Jun Average"," India"," IND"
"151",27.0806,1973," Jul Average"," India"," IND"
"152",26.0905,1973," Aug Average"," India"," IND"
"153",26.0327,1973," Sep Average"," India"," IND"
"154",24.3137,1973," Oct Average"," India"," IND"
"155",20.2592,1973," Nov Average"," India"," IND"
"156",16.9166,1973," Dec Average"," India"," IND"
"157",16.3833,1974," Jan Average"," India"," IND"
"158",18.637,1974," Feb Average"," India"," IND"
"159",24.5115,1974," Mar Average"," India"," IND"
"160",28.4604,1974," Apr Average"," India"," IND"
"161",29.5381,1974," May Average"," India"," IND"
"162",29.1031,1974," Jun Average"," India"," IND"
"163",27.1399,1974," Jul Average"," India"," IND"
"164",26.5032,1974," Aug Average"," India"," IND"
"165",26.5917,1974," Sep Average"," India"," IND"
"166",24.8953,1974," Oct Average"," India"," IND"
"167",20.2033,1974," Nov Average"," India"," IND"
"168",16.5404,1974," Dec Average"," India"," IND"
